"x","y"
"-1.0","3.1163592287568287"
"-0.99","3.000053132634351"
"-0.98","2.9412578112656904"
"-0.97","2.8960271360744994"
"-0.96","2.857798544381464"
"-0.95","2.8240322242982683"
"-0.94","2.7934266323168315"
"-0.93","2.765209171272067"
"-0.92","2.738876812009132"
"-0.91","2.7140803886449234"
"-0.9","2.6905658417935316"
"-0.89","2.6681414963177255"
"-0.88","2.6466585272488987"
"-0.87","2.6259986473437023"
"-0.86","2.6060659992754034"
"-0.85","2.5867816206097203"
"-0.84","2.568079549166698"
"-0.83","2.5499040111632483"
"-0.82","2.5322073455589975"
"-0.81","2.514948441949053"
"-0.8","2.4980915447965093"
"-0.79","2.481605324202294"
"-0.78","2.465462144029132"
"-0.77","2.4496374784634756"
"-0.76","2.434109441810449"
"-0.75","2.4188584057763785"
"-0.74","2.403866685136543"
"-0.73","2.3891182774264563"
"-0.72","2.374598645727927"
"-0.71","2.360294536141068"
"-0.7","2.34619382340565"
"-0.69","2.3322853795425287"
"-0.68","2.3185589614548174"
"-0.67","2.3050051142482553"
"-0.66","2.291615087664985"
"-0.65","2.278380763520251"
"-0.64","2.2652945924214527"
"-0.63","2.252349538358014"
"-0.62","2.239539029997269"
"-0.61","2.226856917719818"
"-0.6","2.214297435588181"
"-0.59","2.2018551675729174"
"-0.58","2.1895250174671483"
"-0.57","2.1773021820079843"
"-0.56","2.1651821267959583"
"-0.55","2.15316056466364"
"-0.54","2.1412334361948178"
"-0.53","2.129396892137698"
"-0.52","2.1176472774908413"
"-0.51","2.105981117070496"
"-0.5","2.0943951023931953"
"-0.49","2.0828860797290436"
"-0.48","2.0714510391994847"
"-0.47","2.060087104809013"
"-0.46","2.04879152531385"
"-0.45","2.0375616658421927"
"-0.44","2.0263950001907207"
"-0.43","2.015289103730716"
"-0.42","2.0042416468647826"
"-0.41","1.9932503889816524"
"-0.4","1.9823131728623846"
"-0.39","1.9714279194962687"
"-0.38","1.9605926232691573"
"-0.37","1.9498053474908477"
"-0.36","1.9390642202315365"
"-0.35","1.928367430440407"
"-0.34","1.9177132243220585"
"-0.33","1.907099901948877"
"-0.32","1.896525814089527"
"-0.31","1.8859893592356212"
"-0.3","1.875488980810294"
"-0.29","1.865023164543879"
"-0.28","1.8545904360032244"
"-0.27","1.84418935826237"
"-0.26","1.8338185297033658"
